1161	1161
18	18
535	535
614	614
564	564
1010	1010
586	586
539	539
591	48
548	548
519	519
1039	1039
516	516
505	505
545	545
1075	1075
1043	539
527	544
150	150
600	600
1162	1162
562	562
66	150
250	250
555	555
502	605
1124	1124
48	48
532	532
583	583
572	572
605	605
610	610
1105	1105
611	611
251	544
540	540
1226	1226
1195	1195
1331	1331
1143	1143
515	515
544	527
1007	1007
1190	1190
116	586
503	503
504	504
536	536
589	544
510	510
608	608
75	66
538	589
